ROAD_CLASS,DISTRICT,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,NEIGHBOURHOOD_158,YEAR,MONTH_sin,MONTH_cos,DOW_sin,DOW_cos,HOUR_sin,HOUR_cos,INVAGE_00to04,INVAGE_05to09,INVAGE_10to14,INVAGE_15to19,INVAGE_20to24,INVAGE_25to29,INVAGE_30to34,INVAGE_35to39,INVAGE_40to44,INVAGE_45to49,INVAGE_50to54,INVAGE_55to59,INVAGE_60to64,INVAGE_65to69,INVAGE_70to74,INVAGE_75to79,INVAGE_80to84,INVAGE_85to89,INVAGE_90to94,INVAGE_Over95,INVAGE_unknown,NUMPERSONS,MANOEUVER_ChangingLanes,MANOEUVER_GoingAhead,MANOEUVER_MakingUTurn,MANOEUVER_Merging,MANOEUVER_Other,MANOEUVER_Overtaking,MANOEUVER_Parked,MANOEUVER_PullingAwayfromShoulderorCurb,MANOEUVER_PullingOntoShoulderortowardCurb,MANOEUVER_Reversing,MANOEUVER_SlowingorStopping,MANOEUVER_Stopped,MANOEUVER_TurningLeft,MANOEUVER_TurningRight,MANOEUVER_Unknown,DRIVACT_DisobeyedTrafficControl,DRIVACT_DrivingProperly,DRIVACT_ExceedingSpeedLimit,DRIVACT_FailedtoYieldRightofWay,DRIVACT_FollowingtooClose,DRIVACT_ImproperLaneChange,DRIVACT_ImproperPassing,DRIVACT_ImproperTurn,DRIVACT_Lostcontrol,DRIVACT_Other,DRIVACT_SpeedtooFastForCondition,DRIVACT_SpeedtooSlow,DRIVACT_WrongWayonOneWayRoad,NEAREST_HOSPITAL,DIST_TO_HOS
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,True,False,False,False,False,False,Cliffcrest,2013,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Scarborough Health Network - Scarborough General,4959.191081316792
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Agincourt North,2013,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Scarborough Health Network - Birchmount,4486.91980303626
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,False,True,True,False,False,False,False,True,False,False,False,False,False,New Toronto,2013,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,7950.474822878605
Major Arterial,Etobicoke York,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,False,False,True,False,False,False,False,False,False,False,False,False,True,Mimico-Queensway,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,7296.001022883807
Major Arterial,Toronto and East York,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Wellington Place,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,University Health Network - Toronto Western,898.6794653835241
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,False,False,True,False,False,False,False,True,False,True,False,False,False,Rexdale-Kipling,2013,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,William Osler Health System - Etobicoke,2143.2470840919996
Major Arterial,North York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,False,False,True,False,False,False,Flemingdon Park,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,3277.864930076874
Collector,Toronto and East York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Taylor-Massey,2013,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,2280.571757745347
Minor Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,St Lawrence-East Bayfront-The Islands,2013,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,1949.0798821958015
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,False,False,True,False,False,False,False,True,False,True,False,False,False,West Humber-Clairville,2013,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.258819045102521,-0.9659258262890682,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,6691.991638273816
Major Arterial,Etobicoke York,Stop Sign,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,False,False,True,True,False,False,False,False,True,True,False,False,False,West Humber-Clairville,2013,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,4177.151761724614
Major Arterial,Toronto and East York,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,False,False,False,False,False,Yonge-Eglinton,2013,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,4539.583229715587
Collector,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Banbury-Don Mills,2013,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,3736.870570281637
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,South Riverdale,2013,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,3085.1611471730284
Major Arterial,Toronto and East York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Trinity-Bellwoods,2013,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,1267.0014346113894
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Weston,2013,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,4799.825556181255
Expressway Ramp,Toronto and East York,Other,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,False,False,False,True,False,Broadview North,2013,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,3489.6119422393385
Minor Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,St Lawrence-East Bayfront-The Islands,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,1321.0621821932727
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,True,False,True,False,False,False,Wexford/Maryvale,2013,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,4797.017056751298
Major Arterial,Etobicoke York,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,False,False,True,False,False,False,False,True,False,False,False,True,False,Thistletown-Beaumond Heights,2013,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,William Osler Health System - Etobicoke,4083.7258840850554
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,West Humber-Clairville,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,5359.167138274643
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,False,False,True,False,False,False,False,True,False,False,False,False,False,South Parkdale,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.7071067811865476,-0.7071067811865475,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Unity Health Toronto - St. Joseph's,1538.6557898906758
Major Arterial,North York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,False,False,True,False,False,False,Leaside-Bennington,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,1879.6631300761364
Minor Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,False,False,True,False,False,False,False,True,False,False,False,North Riverdale,2013,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,3760.129542242503
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,True,True,False,False,False,Yonge-Bay Corridor,2013,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Unity Health Toronto - St. Michael's,1008.4355528211454
Major Arterial,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Banbury-Don Mills,2013,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,4323.331970276195
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Clairlea-Birchmount,2013,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,5209.93595774041
Major Arterial,North York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,True,False,True,False,False,False,Bathurst Manor,2013,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,7394.053943811217
Major Arterial,North York,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,True,False,False,False,False,False,Westminster-Branson,2013,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,North York General Hospital - General Site,7388.3771551473765
Major Arterial,Toronto and East York,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,False,False,False,False,False,False,Annex,2013,-1.0,-1.8369701987210297e-16,0.0,1.0,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,University Health Network - Toronto Western,2729.4344346167054
Minor Arterial,Toronto and East York,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Yonge-Bay Corridor,2013,-1.0,-1.8369701987210297e-16,0.0,1.0,0.7071067811865476,-0.7071067811865475,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University Health Network - Toronto General,285.9747570826439
